26580,中国联合网络通信有限公司深圳市公司中国联合网络通信有限公司深圳市公司,zglhwltxyxgsszsgszglhwltxyxgsszsgs,sz sz szs szs,lh wl tx lh wl tx,gs gs gs gs yxgs yxgs,sz sz szs szs,,联合 网络 通信 联合 网络 通信,公司 公司 公司 公司 有限公司 有限公司,深圳 深圳 深圳市 深圳市
115760,深圳市社会保险基金管理局罗湖分局征收科,szsshbxjjgljlhfjzsk,szs sz lh,shbx sb shbxjjglj sbj sh bx jj gl zs glj shbx,fj glj,szs sz lh,征收科,社会保险 社会保险基金管理局 社会 保险 基金 管理 征收 管理局 社会保险,分局 管理局,深圳市 深圳 罗湖
77617,深圳市勘察研究院有限公司质管办,szskcyjyyxgszgb,szs sz,kc yj yjy,gs yjy yxgs,szs sz,质管办,勘察 研究 研究院,公司 研究院 有限公司,深圳市 深圳
85871,深圳市社会保险基金管理局罗湖分局征收科工伤科,szsshbxjjgljlhfjzskgsk,szs sz lh,shbx sb shbxjjglj sbj sh bx jj gl zs glj shbx,fj glj,szs sz lh,科工伤科,社会保险 社会保险基金管理局 社会 保险 基金 管理 征收 管理局 社会保险,分局 管理局,深圳市 深圳 罗湖
175104,深圳市福田区华富街道办事处办公室劳动保障所,szsftqhfjdbscbgsldbzs,hfjd szs ftq sz ft hf ld,bgs b bs bg ld bz bsc bgs,bsc bgs,hfjd szs ftq sz ft hf ld,保障所,办公室 办事 办公 劳动 保障 办事处 办公室,办事处 办公室,华富街道 深圳市 福田区 深圳 福田 华富 劳动
109147,深圳市维也纳酒店集团华之沙店餐厅预定,szswynjdjthzsdctyd,szs sz hzs,jd djd ct cg  cct  xct jd ct,jt ct,szs sz hzs,预定,酒店 餐厅 酒店 餐厅,集团 餐厅,深圳市 深圳 维也纳 华之沙
129683,深圳市兆崴国隽賟易有限公司,szsz,szs sz,,gs yxgs,szs sz,兆崴国 兆崴国隽 兆崴国隽賟易,,公司 有限公司,深圳市 深圳
53666,月亮湾山庄管理处深圳市南油物业管理有限公司,ylwszglcszsnywyglyxgs,sz ny ylw szs,wygl wg sz gl wy gl glc wygl,sz gs glc yxgs,sz ny ylw szs,,物业管理 山庄 管理 物业 管理 管理处 物业管理,山庄 公司 管理处 有限公司,深圳 南油 月亮湾 深圳市
175449,深圳市宝安区公明中英文学校总机校长室,szsbaqgmzywxxzjxzs,szs baq sz ba gm,zywxx wx zj zyw,,szs baq sz ba gm,校长室,中英文学校 文学 总机 中英文,,深圳市 宝安区 深圳 宝安 公明
14194,深圳市工商局罗湖分局桂园工商所只登记该号码,szsgsjlhfjgygsszdjghm,szs sz lh gy,djc dj gs gs dj gsj gss,fj gsj gss,szs sz lh gy,该号码,登记 工商 工商 登记 工商局 工商所,分局 工商局 工商所,深圳市 深圳 罗湖 桂园
70842,深圳市新银座桑拿城,szsxyzsnc,szs sz xyz,sn,,szs sz xyz,桑拿城,桑拿,,深圳市 深圳 新银座
57403,深圳市政府咨询投诉行政复议办公室,szszfzxtsxzfybgs,szs sz,zf zx ts xz bg fyb,zf fyb,szs sz,公室,政府 咨询 投诉 行政 办公 复议办,政府 复议办,深圳市 深圳
102745,深圳市名雕装饰工程有限公司后浩咧部,szsmdzsgcyxgshhlb,szs sz,md zs gc,gs yxgs,szs sz,后浩咧部,名雕 装饰 工程,公司 有限公司,深圳市 深圳
5449,深圳市政府咨询投诉接待办,szszfzxtsjdb,szs sz,zf zx ts jd,zf,szs sz,接待办,政府 咨询 投诉 接待,政府,深圳市 深圳
94629,深圳市地税局福田分局征收科,szsdsjftfjzsk,szs sz ft,dsj ds ds zs,fj,szs sz ft,征收科,地税局 地税 征收,分局,深圳市 深圳 福田
181358,深圳市深总院建筑工程咨询加固与改造有限公司,szsszyjzgczxjgygzyxgs,szs sz,jzgc jg jz gc zx,zy gs yxgs,szs sz,,建筑工程 建筑 工程 咨询,总院 公司 有限公司,深圳市 深圳
43046,深圳市水务集团有限公司咨询投诉客服中心原名自来水公司泵站,szsswjtyxgszxtskfzxymzlsgsbz,szs sz,sw zx ts kf zls,jt gs zx gs yxgs kfzx,szs sz,泵站,水务 咨询 投诉 客服 自来水,集团 公司 中心 公司 有限公司 客服中心,深圳市 深圳
112171,深圳市福田区泰安居装饰材料广场,szsftqtajzsclgc,szs ftq sz ft,zsc,,szs ftq sz ft,料广场,装饰材,,深圳市 福田区 深圳 福田 泰安 泰安 泰安 泰安 泰安 泰安
116876,深圳市福田区岐山臊子面馆,szsftqqsszmg,szs ftq sz ft,,,szs ftq sz ft,臊子面馆,,,深圳市 福田区 深圳 福田 岐山 岐山 岐山
20595,深圳市照明学会,szszmxh,szs sz,zm,,szs sz,学会,照明,,深圳市 深圳
19905,深圳市新居家装饰城,szsxjjzsc,szs sz,zs zsc jjzs,,szs sz,装饰城,装饰 装饰城 居家装饰,,深圳市 深圳
164974,人人乐超市总部深圳市人人乐商业集团总部,rrlcszbszsrrlsyjtzb,sz rry szs rry,cs sy,cs zb jt zb,sz rry szs rry,,超市 商业,超市 总部 集团 总部,深圳 人人乐 深圳市 人人乐
161224,深圳市清真寺,szsqzs,szs sz,,,szs sz,清真寺,,,深圳市 深圳
4286,华侨城物业公司总部深圳市华侨城物业管理有限公司,hqcwygszbszshqcwyglyxgs,sz hq hqc szs hqc,wygl wg wy wy gl wygl,gs zb gs yxgs,sz hq hqc szs hqc,,物业管理 物业 物业 管理 物业管理,公司 总部 公司 有限公司,深圳 华侨 华侨城 深圳市 华侨城
160947,深圳市龙岗区布吉镇沙湾山魂艺苑画行,szslgqbjzswshyyhh,szs lgq bjz sz lg bj sw,,,szs lgq bjz sz lg bj sw,山魂艺苑画行,,,深圳市 龙岗区 布吉镇 深圳 龙岗 布吉 沙湾
124677,深圳市红十字会,szshszh,szs sz,,,szs sz,红十字会,,,深圳市 深圳
37687,深圳市龙岗区总商会,szslgqzsh,szs lgq sz lg,sh,,szs lgq sz lg,总商会,商会,,深圳市 龙岗区 深圳 龙岗
122907,深圳市福田区园岭街道办事处劳动保障所,szsftqyljdbscldbzs,yljd szs ftq sz ft yl ld,bs ld bz bsc,bsc,yljd szs ftq sz ft yl ld,保障所,办事 劳动 保障 办事处,办事处,园岭街道 深圳市 福田区 深圳 福田 园岭 劳动
139146,深圳市职业介绍服务中心流动党委,szszyjsfwzxlddw,szs sz,zy js fw fwzx,zx fwzx,szs sz,流动党委,职业 介绍 服务 服务中心,中心 服务中心,深圳市 深圳
168408,深圳市种猪场,szszzc,szs sz,,,szs sz,种猪场,,,深圳市 深圳
21901,长途汽车站频道银湖汽车站深圳市长途汽车客运公司,ctqczpdyhqczszsctqckygs,yh sz szs yhqcz,ct qc qc ct qc ky qcz qcz,pd gs qcz qcz,yh sz szs yhqcz,,长途 汽车 汽车 长途 汽车 客运 汽车站 汽车站,频道 公司 汽车站 汽车站,银湖 深圳 深圳市 银湖汽车站
195612,深圳市招考办,szszkb,szs sz,,,szs sz,招考办,,,深圳市 深圳
45757,深圳市基督基督教堂白石洲聚会点,szsjdjdjtbszjhd,szs sz bsz,jd jd jt jdj jdjt,,szs sz bsz,聚会点,基督 基督 教堂 基督教 基督教堂,,深圳市 深圳 白石洲
196070,深圳市水务集团有限公司咨询投诉客服中心原名自来水公司福田分公司维修队,szsswjtyxgszxtskfzxymzlsgsftfgswxd,szs sz ft,sw zx ts kf wx zls,jt gs zx gs gs fgs yxgs kfzx,szs sz ft,维修队,水务 咨询 投诉 客服 维修 自来水,集团 公司 中心 公司 公司 分公司 有限公司 客服中心,深圳市 深圳 福田
151092,深圳市市政工程设计院试验室,szsszgcsjysys,szs sz,sz gc sj sjy,sjy,szs sz,试验室,市政 工程 设计 设计院,设计院,深圳市 深圳
197757,深圳市宝安区松岗镇朝阳路diy时装店,szsbaqsgzzyldiyszd,zy szs baq sz ba sg,fz sz sz diy szd,szd,zy szs baq sz ba sg,,时装 时装 diy 时装店,时装店,深圳市 宝安区 松岗镇 深圳 宝安 松岗 朝阳
47581,深圳市兴伟业电子有限公司总机空号,szsxwydzyxgszjkh,szs sz,dz zj,wy gs yxgs,szs sz,空号,电子 总机,伟业 公司 有限公司,深圳市 深圳
51106,深圳市宝安区法律授助处,szsbaqflszc,szs baq sz ba,fl,,szs baq sz ba,授助处,法律,,深圳市 宝安区 深圳 宝安
22933,深圳市龙岗平湖镇燃气公司,szslgphzrqgs,szs sz lg ph ph ph ph phz,,,szs sz lg ph ph ph ph phz,燃气公司,,,深圳市 深圳 龙岗 平湖 平湖 平湖 平湖 平湖镇
198094,深圳市led光电科技有限公司,szsledgdkjyxgs,szs sz,gd kj led,gs yxgs,szs sz,,光电 科技 led,公司 有限公司,深圳市 深圳
139649,群星广场管理处深圳市赛格物业管理有限公司,qxgcglcszssgwyglyxgs,sz sg szs,wygl wg gl wy gl glc wygl,gc gs glc yxgs,sz sg szs,,物业管理 管理 物业 管理 管理处 物业管理,广场 公司 管理处 有限公司,深圳 赛格 深圳市
50700,香蜜三村管理处深圳市天健物业管理有限公司,xmscglcszstjwyglyxgs,xm sz tj szs xmsc,wygl wg gl wy gl glc wygl,gs glc yxgs,xm sz tj szs xmsc,,物业管理 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,香蜜 深圳 天健 深圳市 香蜜三村
24612,台湾花园管理处深圳市集雅公司,twhyglcszsjygs,szs twhy,glc,glc,szs twhy,集雅公司,管理处,管理处,台湾 台湾 台湾 台湾 台湾 台湾 台湾 台湾 台湾 台湾 台湾 深圳市 台湾花园
146821,深圳市信息网络中心,szsxxwlzx,szs sz,xx wl xxw,zx,szs sz,络中心,信息 网络 信息网,中心,深圳市 深圳
45162,深圳市福田区茗山茶苑,szsftqmscy,szs ftq sz ft,,,szs ftq sz ft,茗山茶苑,,,深圳市 福田区 深圳 福田
48736,市民中心管理处深圳市龙城物业管理有限公司,smzxglcszslcwyglyxgs,sz lc szs,wygl wg gl wy gl glc wygl,zx gs glc yxgs,sz lc szs,,物业管理 市民 管理 物业 管理 管理处 物业管理,中心 公司 管理处 有限公司,深圳 龙城 深圳市
27214,深圳市社会保险基金管理局福田分局社会保险业务咨询工伤科,szsshbxjjgljftfjshbxywzxgsk,szs sz ft,shbx sb shbx sb shbxjjglj sbj sh bx jj gl sh bx yw zx glj shbx shbx,fj glj,szs sz ft,工伤科,社会保险 社会保险 社会保险基金管理局 社会 保险 基金 管理 社会 保险 业务 咨询 管理局 社会保险 社会保险,分局 管理局,深圳市 深圳 福田
194961,深圳市公证处咨询信托大厦办证点,szsgzczxxtdsbzd,szs sz,gz zx xt ds gzc,gzc,szs sz,办证点,公证 咨询 信托 大厦 公证处,公证处,深圳市 深圳
46685,深圳市宝安区文化局市场科,szsbaqwhjsck,szs baq sz ba,wh sc whj,sc whj,szs baq sz ba,市场科,文化 市场 文化局,市场 文化局,深圳市 宝安区 深圳 宝安
51274,深圳市建筑公务署,szsjzgws,szs sz,jz,,szs sz,公务署,建筑,,深圳市 深圳
28265,金威大厦管理处深圳市粤海物业管理有限公司,jwdsglcszsyhwyglyxgs,sz yh szs jwds,wygl wg ds gl wy gl glc wygl,gs glc yxgs,sz yh szs jwds,,物业管理 大厦 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 粤海 深圳市 金威大厦
145682,深圳市公路工程质量监督站,szsglgczljdz,szs sz,zljd zj gl gc zl jd jdz,jdz,szs sz,监督站,质量监督 公路 工程 质量 监督 监督站,监督站,深圳市 深圳
39179,深圳市名弙科技电子有限公司,szsmw,szs sz,kj dz,gs yxgs,szs sz,名弙,科技 电子,公司 有限公司,深圳市 深圳
49259,长泰花园管理处深圳市长城物业管理有限公司,cthyglcszsccwyglyxgs,sz cc szs cthy,wygl wg gl wy gl glc wygl,gs glc yxgs,sz cc szs cthy,,物业管理 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 长城 深圳市 长泰花园
28845,机动车检测频道罗湖区深圳市东昌路机动车检测站,jdcjcpdlhoszsdcljdcjcz,lh sz dc lhq szs dcl,jd jc jd jc jdc jdc jcz,pd jcz,lh sz dc lhq szs dcl,,机动 检测 机动 检测 机动车 机动车 检测站,频道 检测站,罗湖 深圳 东昌 罗湖区 深圳市 东昌路
4178,深圳市水务工程质量监督站,szsswgczljdz,szs sz,zljd zj sw gc zl jd jdz,jdz,szs sz,监督站,质量监督 水务 工程 质量 监督 监督站,监督站,深圳市 深圳
136290,深圳市城市规划学会,szscsghxh,szs sz,cs gh csgh,,szs sz,学会,城市 规划 城市规划,,深圳市 深圳
51489,诗宁大厦管理处深圳市物业管理有限公司,sndsglcszswyglyxgs,sz szs snds,wygl wg ds gl wy gl glc wygl,gs glc yxgs,sz szs snds,,物业管理 大厦 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 深圳市 诗宁大厦
128292,中港城管理处深圳市新华物业管理有限公司,zgcglcszsxhwyglyxgs,sz xh zgc szs,wygl wg gl wy gl glc wygl,gs glc yxgs,sz xh zgc szs,,物业管理 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 新华 中港城 深圳市
147711,深圳市环保局龙岗分局项目审批,szshbjlgfjxmsp,szs sz lg,hb xm hbj,fj hbj,szs sz lg,审批,环保 项目 环保局,分局 环保局,深圳市 深圳 龙岗
38138,深圳市龙岗区布吉街道计划生育服务中心查环查孕,szslgqbjjdjhsyfwzxchcy,bjjd szs lgq sz lg bj,jhsy js jhsyfwzx jszx jh fw jhsy fwzx,zx fwzx,bjjd szs lgq sz lg bj,查环查孕,计划生育 计划生育服务中心 计划 服务 计划生育 服务中心,中心 服务中心,布吉街道 深圳市 龙岗区 深圳 龙岗 布吉
49597,深圳市军供站,szsjgz,szs sz,,,szs sz,军供站,,,深圳市 深圳
32479,深圳市思科补习社,szsskbxs,szs sz,sk,,szs sz,补习社,思科,,深圳市 深圳
4005,莲花二村管理处深圳市莲花物业管理有限公司,lhecglcszslhwyglyxgs,sz lh szs lhec,wygl wg gl wy gl glc wygl,gs glc yxgs,sz lh szs lhec,,物业管理 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 莲花 深圳市 莲花二村
42113,深圳市东方阳光电子有限公司贸易,szsdfygdzyxgsmy,szs sz,gdz,yxgs,szs sz,贸易,光电子,有限公司,深圳市 深圳 东方 东方 东方 东方 东方 东方 东方 东方 东方
52720,绿色家园休闲会所深圳市绿色家园足浴中心,lsjyxxhsszslsjyzyzx,sz szs,ls jy xx hs ls jy zy,hs zx,sz szs,,绿色 家园 休闲 会所 绿色 家园 足浴,会所 中心,深圳 深圳市
129389,深圳市地质勘查局,szsdzkcj,szs sz,dz,,szs sz,勘查局,地质,,深圳市 深圳
147922,深圳市福田区莲花二村网球场,szsftqlhecwqc,lhec szs ftq sz ft,wq,,lhec szs ftq sz ft,网球场,网球,,莲花二村 深圳市 福田区 深圳 福田
42208,深圳市褀鸿机电设备有限公司,szs,szs sz,jd sb jdsb,gs yxgs,szs sz,褀鸿,机电 设备 机电设备,公司 有限公司,深圳市 深圳
11137,深圳市润昻包装材料有限公司,szsra,szs sz,bz cl,gs yxgs,szs sz,润昻,包装 材料,公司 有限公司,深圳市 深圳
30700,深圳市创新书业,szscxsy,szs sz,cx,,szs sz,书业,创新,,深圳市 深圳
4366,深圳市宝安区石岩不锈钢打包场,szsbaqsybxgdbc,szs baq sz ba sy,db bxg,,szs baq sz ba sy,打包场,打包 不锈钢,,深圳市 宝安区 深圳 宝安 石岩
40589,深圳市宝安区妇女联合会办公室权益部,szsbaqfnlhhbgsqyb,szs baq sz ba,bgs b fnlhh fl fn lh bg lhh bgs,bgs,szs baq sz ba,权益部,办公室 妇女联合会 妇女 联合 办公 联合会 办公室,办公室,深圳市 宝安区 深圳 宝安
4183,广播电影电视局深圳市广播电影电视局,gbdydsjszsgbdydsj,sz szs,gb dy ds gb dy ds,dsj dsj,sz szs,,广播 电影 电视 广播 电影 电视,电视局 电视局,深圳 深圳市
30725,深圳市宝安区审计局,szsbaqsjj,szs baq sz ba,sj,,szs baq sz ba,审计局,审计,,深圳市 宝安区 深圳 宝安
148512,深圳市产品条码质量监督检验站,szscptmzljdjyz,szs sz,zljd zj cp tm zl jd jy,,szs sz,检验站,质量监督 产品 条码 质量 监督 检验,,深圳市 深圳
142417,深圳市对外经济贸易服务中心财务科,szsdwjjmyfwzxcwk,szs sz,dwjj wj jjmy jm dw jj my fw cw fwzx,zx fwzx,szs sz,财务科,对外经济 经济贸易 对外 经济 贸易 服务 财务 服务中心,中心 服务中心,深圳市 深圳
11899,深圳市君安工賟有限公司,szsja,szs sz,,gs yxgs,szs sz,君安工賟,,公司 有限公司,深圳市 深圳
30960,深圳市同业公会,szstygh,szs sz,,,szs sz,同业公会,,,深圳市 深圳
6067,国家开发银行深圳市分行原名投资银行,gjkfyxszsfhymtzyh,sz szs,gj kf yh fh tz yh,yh fh yh,sz szs,,国家 开发 银行 分行 投资 银行,银行 分行 银行,深圳 深圳市
152992,深圳市宝安区民防办,szsbaqmfb,szs baq sz ba,,,szs baq sz ba,民防办,,,深圳市 宝安区 深圳 宝安
2805,深圳市国家安全局,szsgjaqj,szs sz,gj aq,,szs sz,安全局,国家 安全,,深圳市 深圳
131471,深圳市城建物业管理有限公司百花园,szscjwyglyxgsbhy,szs sz,wygl wg cj wy gl wygl,gs yxgs,szs sz,百花园,物业管理 城建 物业 管理 物业管理,公司 有限公司,深圳市 深圳
149646,深圳市健与美体育经纪有限公司,szsjymtyjjyxgs,szs sz,mt jj,gs yxgs,szs sz,,美体 经纪,公司 有限公司,深圳市 深圳
147050,统建楼管理处深圳市城建物业管理有限公司,tjlglcszscjwyglyxgs,sz tjl szs,wygl wg gl cj wy gl glc wygl,gs glc yxgs,sz tjl szs,,物业管理 管理 城建 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 统建楼 深圳市
14563,深圳市南山区蛇口铁路业务办理处,szsnsosktlywblc,szs nsq sz ns sk,tl yw,,szs nsq sz ns sk,办理处,铁路 业务,,深圳市 南山区 深圳 南山 蛇口
33269,深圳市汇业达,szshyd,szs sz,,,szs sz,汇业达,,,深圳市 深圳
194949,深圳市物资局,szswzj,szs sz,wz,,szs sz,物资局,物资,,深圳市 深圳
147060,深圳市文集土地与房地产评估经纪有限公司,szswjtdyfdcpgjjyxgs,szs sz,fdc fc dc pg jj fdc,gs yxgs,szs sz,,房地产 地产 评估 经纪 房地产,公司 有限公司,深圳市 深圳
3490,深圳市福田区金色家园照相馆,szsftqjsjyzxg,jsjy szs ftq sz ft,xg zxg,,jsjy szs ftq sz ft,照相馆,相馆 照相馆,,金色家园 深圳市 福田区 深圳 福田
131601,深圳市对外经济贸易服务中心财务科物管科,szsdwjjmyfwzxcwkwgk,szs sz,dwjj wj jjmy jm dw jj my fw cw fwzx,zx fwzx,szs sz,科物管科,对外经济 经济贸易 对外 经济 贸易 服务 财务 服务中心,中心 服务中心,深圳市 深圳
149664,深圳市科技中介同业公会,szskjzjtygh,szs sz,kj zj,,szs sz,同业公会,科技 中介,,深圳市 深圳
147614,深圳市龙岗区布吉新城摄社,szslgqbjxcss,szs lgq sz lg bj xc,,,szs lgq sz lg bj xc,新城摄社,,,深圳市 龙岗区 深圳 龙岗 布吉 新城
14692,深圳市医学会,szsyxh,szs sz,yx,,szs sz,医学会,医学,,深圳市 深圳
33720,深圳市宝安区沙井黡埔青海电机厂,szsbaqsj,szs baq sz ba sj,dj djc,djc,szs baq sz ba sj,黡埔,电机 电机厂,电机厂,深圳市 宝安区 深圳 宝安 沙井 青海
197533,深圳市莱西丽专业spa美容美体休闲会所,szslxlzyspamrmtxxhs,lx szs sz,zy mr mt xx hs spa,hs,lx szs sz,,专业 美容 美体 休闲 会所 spa,会所,深圳市 深圳 莱西
151652,长福花园管理处深圳市长城物业管理有限公司,cfhyglcszsccwyglyxgs,sz cc szs cfhy,wygl wg gl wy gl glc wygl,gs glc yxgs,sz cc szs cfhy,,物业管理 管理 物业 管理 管理处 物业管理,公司 管理处 有限公司,深圳 长城 深圳市 长福花园
3098,深圳市罗湖区蔡屋围照相馆,szslhocwwzxg,szs lhq cww sz lh,xg zxg,,szs lhq cww sz lh,照相馆,相馆 照相馆,,深圳市 罗湖区 蔡屋围 深圳 罗湖
37144,深圳市邮政特快专递局,szsyztkzdj,szs sz,yz tk zd tkzd,,szs sz,专递局,邮政 特快 专递 特快专递,,深圳市 深圳
149224,观澜第二小学深圳市宝安区观澜街道第二小学,gldexxszsbaqgljddexx,gl gl ba gl szs baq gljd,ba jd xx,dexx de e xx dexx,gl gl ba gl szs baq gljd,,宝安 街道 小学,第二小学 第二 二 小学 第二小学,观澜 观澜 宝安 观澜 深圳市 宝安区 观澜街道
149015,深圳市国税局龙岗分局举报偷税漏税,szsgsjlgfjjbtsls,szs sz lg,gsj gs jb gsj,fj gsj,szs sz lg,偷税漏税,国税局 举报 国税局,分局 国税局,深圳市 深圳 龙岗
116759,环卫公寓管理处深圳市罗湖环卫服务发展有限公司,hwgyglcszslhhwfwfzyxgs,sz lh szs,hw gy gl hw fw fz glc,gs glc yxgs,sz lh szs,,环卫 公寓 管理 环卫 服务 发展 管理处,公司 管理处 有限公司,深圳 罗湖 深圳市
134666,深圳市福田区新华照相馆,szsftqxhzxg,szs ftq sz ft xh,xg zxg,,szs ftq sz ft xh,照相馆,相馆 照相馆,,深圳市 福田区 深圳 福田 新华
197795,深圳市东方龙服饰有限公司,szsdflfsyxgs,df szs sz,fz fs fs,gs yxgs,df szs sz,,服饰 服饰,公司 有限公司,深圳市 深圳 东方
51309,沙头角水厂深圳市水务集团有限公司沙头角水厂,stjscszsswjtyxgsstjsc,sz st stj szs stj,sw,sc jt gs sc yxgs,sz st stj szs stj,,水务,水厂 集团 公司 水厂 有限公司,深圳 沙头 沙头角 深圳市 沙头角
109520,深圳市无与伦比礼品有限公司,szswylblpyxgs,szs sz,lp,gs yxgs,szs sz,,礼品,公司 有限公司,深圳市 深圳
134710,深圳市罗湖区红岭宾馆转零,szslhohlbgzl,szs lhq sz lh hl,bg,bg,szs lhq sz lh hl,转零,宾馆,宾馆,深圳市 罗湖区 深圳 罗湖 红岭
176768,深圳市龙岗区福安学校政教处,szslgqfaxxzjc,szs lgq sz lg fa,xx,xx,szs lgq sz lg fa,政教处,学校,学校,深圳市 龙岗区 深圳 龙岗 福安
149577,嘉年华会所深圳市嘉年华会实业有限公司,jnhhsszsjnhhsyyxgs,sz szs,hs sy jnh jnh,hs gs yxgs,sz szs,,会所 实业 嘉年华 嘉年华,会所 公司 有限公司,深圳 深圳市
13084,深圳市龙岗区财政局传真会计科,szslgqczjczkjk,szs lgq sz lg,cz cz kj czj,czj,szs lgq sz lg,会计科,财政 传真 会计 财政局,财政局,深圳市 龙岗区 深圳 龙岗
134788,深圳市福田区苏娥笔庄,szsftqsebz,szs ftq sz ft,,,szs ftq sz ft,苏娥笔庄,,,深圳市 福田区 深圳 福田
6477,深圳市车管所投诉请报二级号码,szscgstsbejhm,szs sz cgs,ts,,szs sz cgs,号码,投诉,,深圳市 深圳 车管所
